date,maxtempF,mintempF,avgtempF,totalSnow_cm,sunHour,uvIndex,humidity,precipInches,pressureInches,cloudcover,windspeedMiles,visibilityMiles
2020-10-13,52,49,50,0.0,5.3,3,72,0.0,30,100,9,2
2020-10-14,54,44,50,0.0,6.8,2,72,0.0,31,72,10,6
2020-10-15,52,44,49,0.0,6.8,3,62,0.0,31,78,11,6
2020-10-16,53,40,47,0.0,10.4,3,65,0.0,31,40,6,6
2020-10-17,55,43,51,0.0,8.4,3,60,0.0,31,49,1,6
2020-10-18,54,46,51,0.0,6.8,3,69,0.0,31,64,4,6
2020-10-19,56,47,52,0.0,10.3,3,59,0.0,31,13,5,6
2020-10-20,59,48,55,0.0,5.1,4,79,0.0,30,92,14,4
2020-10-21,64,52,61,0.0,6.7,4,65,0.0,30,88,21,6
2020-10-22,62,56,59,0.0,6.7,5,82,0.0,30,95,11,6
2020-10-23,63,52,58,0.0,10.0,4,74,0.0,30,18,8,6
2020-10-24,57,46,53,0.0,6.7,3,67,0.0,30,64,14,6
2020-10-25,57,51,56,0.0,6.7,3,65,0.0,30,100,13,6
2020-10-26,54,47,51,0.0,10.0,3,69,0.0,30,57,14,6
2020-10-27,53,46,51,0.0,5.0,3,71,0.0,30,92,16,6
2020-10-28,55,50,53,0.0,5.0,3,68,0.0,30,86,17,1
2020-10-29,55,48,52,0.0,5.0,3,67,0.0,31,86,12,6
2020-10-30,60,51,58,0.0,4.9,3,76,0.0,31,90,16,6
2020-10-31,61,53,58,0.0,9.8,4,68,0.0,30,21,13,6
2020-11-01,62,53,57,0.0,4.9,3,82,0.0,30,100,18,5
2020-11-02,67,54,63,0.0,6.6,4,66,0.0,30,56,23,6
2020-11-03,53,47,50,0.0,9.7,3,57,0.0,31,7,14,6
2020-11-04,52,43,48,0.0,9.7,3,62,0.0,31,21,5,6
2020-11-05,53,43,50,0.0,9.7,3,65,0.0,31,5,3,6
2020-11-06,52,42,47,0.0,9.6,3,52,0.0,31,1,9,6
2020-11-07,59,44,53,0.0,9.6,4,71,0.0,31,5,5,6
2020-11-08,61,49,56,0.0,6.5,4,72,0.0,31,81,7,6
2020-11-09,61,52,57,0.0,9.5,4,70,0.0,31,40,6,6
2020-11-10,58,53,56,0.0,4.8,3,79,0.0,31,83,4,6
